Circuit.ieee123pv {CBE09B55-091B-4BB0-95DA-392237B12640}
PosPt=Transformer.xfs80b=1 {786F0DE8-E46C-4586-B9BE-5ED3069EC17C}
PosPt=Transformer.xfs80b=2 {739C675D-DB23-43BF-A2C1-E074C76311B3}
PosPt=Transformer.xfs80b=3 {BFA20AFB-6DE3-45CB-BD4C-DC836A60CD02}
Wdg=xfs80b=1 {BF8D15F5-D20A-41D7-B1B0-1F931403E1E4}
Wdg=xfs80b=2 {4F93A023-B2C3-476D-84BA-0A51F0D4168F}
Wdg=xfs80b=3 {B098AE48-C5BB-4E53-8F14-70ACD6918A18}
XfCore=xfs80b=1 {54990DF2-8352-484C-B8D8-E5508C1FC714}
XfMesh=xfs80b=1 {5961DA4C-68C5-48B5-944E-FAFF3B8A6884}
XfMesh=xfs80b=2 {AEA62BC8-D57E-4FB9-824B-3463AA52C3DF}
XfMesh=xfs80b=3 {D861AD1E-1F84-432F-B24C-BF04ADCEC039}
34=xfs80b=1 {4B5CE497-C622-4991-BB48-9EA56CC0E695}
34=xfs80b=2 {FFD22E5F-8D9C-4245-844F-F98C1F8DF661}
34=xfs80b=3 {CD6B9111-00C6-4563-945F-2001DEE8A8EF}
XfLoc=xfs82a=1 {62C9CC1D-8868-4B2E-A34C-B7CC851C752E}
PosPt=Transformer.xfs82a=1 {6E23BA19-655B-46E2-92B1-914FA43567E2}
PosPt=Transformer.xfs82a=2 {5F0D8DFE-581A-4934-8774-922A184806DA}
PosPt=Transformer.xfs82a=3 {3700FAE7-8D42-4A3C-AF10-DCF4184FB6E7}
Wdg=xfs82a=1 {D25F8ACC-41F5-423C-81C0-E843D37B50CF}
Wdg=xfs82a=2 {EF6EAE38-C306-4C03-A6A9-D5CAA9C1CCB1}
Wdg=xfs82a=3 {D458C9D1-2B12-45B3-8F72-D24185FCF908}
XfCore=xfs82a=1 {65607AA1-CB1D-4254-911D-C5E0CB69A7F4}
XfMesh=xfs82a=1 {375EF2E4-4353-4B69-BD21-13AD4DBF206E}
XfMesh=xfs82a=2 {F79CCBFE-95E9-48ED-832E-E83429A4086E}
XfMesh=xfs82a=3 {3B1D703C-7129-40FA-B503-85306D2E7431}
34=xfs82a=1 {660B297C-6E34-4D11-9022-D6A57DA51897}
34=xfs82a=2 {B703EDCE-5A92-475B-B58E-7270D14ACA28}
34=xfs82a=3 {13E0E615-8B46-41E8-9F89-8488650F9DDA}
XfLoc=xfs83c=1 {0D558EAE-7E6C-443D-B6B7-DB34D5C00A77}
PosPt=Transformer.xfs83c=1 {3252EDE3-3994-4B87-8CC0-DDD3ED50597F}
PosPt=Transformer.xfs83c=2 {87F6B0AE-673D-4D7A-B695-D559EE1C5310}
PosPt=Transformer.xfs83c=3 {A23FF762-FFE5-4D0F-84E2-B6FC839FB40D}
Wdg=xfs83c=1 {711BC185-7FAA-4517-9107-448FCDA6CCE9}
Wdg=xfs83c=2 {9D743456-EA6A-4F7F-AD8A-6E1A6B6C72BF}
Wdg=xfs83c=3 {0FE6B408-585D-4E87-BB7D-87A44CB044E3}
XfCore=xfs83c=1 {D6C099B6-5FA3-45B5-BA8E-06ABF7E6B2F5}
XfMesh=xfs83c=1 {67C590C6-7C21-4248-84C5-57B73461DAF4}
XfMesh=xfs83c=2 {DF54662D-5BB1-4528-862F-0A548B694049}
XfMesh=xfs83c=3 {89795E7E-E1D8-4671-8032-84615BF20AD8}
34=xfs83c=1 {E7A4CFED-2021-4573-A37A-C168BACF23F8}
34=xfs83c=2 {B1619924-C873-47E8-BB8F-C8A95EEDD726}
34=xfs83c=3 {FD17EB5A-DFF3-48D1-ABDE-0E3272D62097}
XfLoc=xfs84c=1 {437283A0-8881-493A-96C8-4BA2271CA3BE}
PosPt=Transformer.xfs84c=1 {250B851E-C87A-4D40-8828-D0C6D2B7BD85}
PosPt=Transformer.xfs84c=2 {FE8899A5-F881-4505-A772-FB09DA145BE4}
PosPt=Transformer.xfs84c=3 {5F7DB12E-07CD-49A1-914D-FD7D98C5188B}
Wdg=xfs84c=1 {2FD58C4D-0272-406E-9150-44535FC4EF22}
Wdg=xfs84c=2 {1C975244-1B40-4A1C-A8CC-EB3A79EB5EC0}
Wdg=xfs84c=3 {806A7D41-677A-4E00-A32D-469BA29F7CBD}
XfCore=xfs84c=1 {93505224-D64C-4FB7-88C6-AB5CC7D58073}
XfMesh=xfs84c=1 {772B315C-B191-4684-9A95-DCA519A7996A}
XfMesh=xfs84c=2 {135C3BE6-4B0A-42AB-9BD1-6258D39E12EF}
XfMesh=xfs84c=3 {B4D0ACF4-DFCA-4A34-AB8D-97E904B1B4FF}
34=xfs84c=1 {57142D04-BB04-41DD-9D3D-EA90AC8246BC}
34=xfs84c=2 {91304778-DC2F-4E88-94F3-AEBFCA409C95}
34=xfs84c=3 {E7092523-041D-4A10-828A-74DCD480ECDB}
XfLoc=xfs85c=1 {F6128951-96A7-4608-8A72-DBE054C9A796}
PosPt=Transformer.xfs85c=1 {E99EFE80-F844-4585-BEC1-6D1F86A0F88F}
PosPt=Transformer.xfs85c=2 {76700CC8-1D99-48B4-B38C-6586C42BCAA8}
PosPt=Transformer.xfs85c=3 {AAFAB8BF-B304-4BDF-BB45-2922309E1A62}
Wdg=xfs85c=1 {5602D3B0-6AF6-459A-9975-00CF85890C66}
Wdg=xfs85c=2 {FB769816-F3D5-4764-BA7A-E292153271B4}
Wdg=xfs85c=3 {AD078F8C-7DA8-490A-A8AD-4A103C2A55FF}
XfCore=xfs85c=1 {2DCAFD8C-F9A5-4BBE-9FCC-AD597BD68939}
XfMesh=xfs85c=1 {437748EB-48E7-4091-B632-FA64B232AA10}
XfMesh=xfs85c=2 {70841C2C-4131-4478-85E4-FD234EFA8B33}
XfMesh=xfs85c=3 {A1EED01C-BD2E-4102-BCA6-565BCD9B94ED}
34=xfs85c=1 {73427153-3C98-49AE-AA73-8CEE6E2328C2}
34=xfs85c=2 {419003B9-6005-41C7-967D-533FFBA20002}
34=xfs85c=3 {A964358F-3B6C-4D6A-A0B2-7EEE5756D719}
XfLoc=xfs86b=1 {1A9BE36D-4D96-4A60-8157-F601C48E5B8A}
PosPt=Transformer.xfs86b=1 {B372BA58-9339-4D7B-A771-0340B867A559}
PosPt=Transformer.xfs86b=2 {FE0516DD-C7E3-428A-A1AB-7C860909046A}
PosPt=Transformer.xfs86b=3 {6420322A-D1AA-4B2B-AF69-F45BF12651A1}
Wdg=xfs86b=1 {4CB56681-1C61-4CC4-992B-4969293218A3}
Wdg=xfs86b=2 {BEF464F6-9AFC-4F34-841F-BE517AB47E3C}
Wdg=xfs86b=3 {3C72C4E7-7203-4CAE-A243-DCBD1F3962C0}
XfCore=xfs86b=1 {36D92314-4B1F-450E-AEFD-6B64F7BF244E}
XfMesh=xfs86b=1 {16153C5A-9E00-4B97-960C-9F4EAF88911E}
XfMesh=xfs86b=2 {2AE554A0-19E4-49F1-8E8A-F5C368A78ADD}
XfMesh=xfs86b=3 {80EDE9AD-52F3-4700-A8EE-0CE79A83F04A}
34=xfs86b=1 {4A010223-95D7-491E-B009-E254339E9434}
34=xfs86b=2 {F8DDC6DD-9192-487B-AF30-98E9B2227BCA}
34=xfs86b=3 {901D1A1D-0D63-429C-9E2A-A5DDB4E103E0}
XfLoc=xfs87b=1 {5D0CEE9D-3C73-465F-BEBC-1556CC903623}
PosPt=Transformer.xfs87b=1 {8221D22B-6414-4590-8F11-327062B73AC3}
PosPt=Transformer.xfs87b=2 {A6652F0A-C8A4-42F2-A314-6E52F07AB7B7}
PosPt=Transformer.xfs87b=3 {9ADC9502-430D-4A09-B93F-C87D80EBECBA}
Wdg=xfs87b=1 {FB26FB84-428C-4135-B806-30319042287E}
Wdg=xfs87b=2 {AA683DF3-D241-408B-BC8C-B42E211DC5E1}
Wdg=xfs87b=3 {EF03326C-B6C0-4F96-A2AF-7A10FCA27856}
XfCore=xfs87b=1 {DDC7A07E-BB91-44EC-BA46-F269ABC2B1DE}
XfMesh=xfs87b=1 {C3EE9610-8F86-4BFC-9461-7C5EBDA9B756}
XfMesh=xfs87b=2 {164A7DA7-5322-4F14-9A2C-0108EEA2A1D1}
XfMesh=xfs87b=3 {EE1E6031-AAD6-47A2-9C0A-E2CD8D06F053}
34=xfs87b=1 {828EF217-E4C8-4576-A0DF-0CBA2185F29D}
34=xfs87b=2 {69EDB9AB-D22E-4846-B456-6A0C5D9601AF}
34=xfs87b=3 {5F1911BA-47F8-415B-877C-27DC8C758CBB}
XfLoc=xfs88a=1 {8559D2A3-CF8B-4B4A-A172-A9455AAC8B38}
PosPt=Transformer.xfs88a=1 {7127343F-B06F-4869-9104-853048E10989}
PosPt=Transformer.xfs88a=2 {73968762-3DCF-4942-A6D1-82940E998D7B}
PosPt=Transformer.xfs88a=3 {BF7C74F3-C242-498F-91F3-40A135E0D78D}
Wdg=xfs88a=1 {339FE138-82A4-4FAE-B377-70A8073C5107}
Wdg=xfs88a=2 {126228A8-FB86-46F9-A60F-56AA4004C980}
Wdg=xfs88a=3 {08884A28-9727-4EA1-9C79-B523FE76FEC4}
XfCore=xfs88a=1 {03BEEE92-6D0D-42F7-989C-22E7EF51E15C}
XfMesh=xfs88a=1 {2AE1A7A9-BEE3-445F-8142-C8DC67F95BEE}
XfMesh=xfs88a=2 {F991E442-6ADE-4C3F-8C88-5BCE622445C5}
XfMesh=xfs88a=3 {9F98F8C6-98F1-41E3-80EA-7F7FB24F89EE}
34=xfs88a=1 {6089A9F7-7B66-4F91-8B2B-673F0D28AB66}
34=xfs88a=2 {E9E07149-1BA7-4A6F-997A-AB4A428FEC0A}
34=xfs88a=3 {27054933-DCC0-412D-A23A-C0AF42D223DA}
XfLoc=xfs90b=1 {81BD8B36-03A8-4228-9FBB-5196BFC0B5E0}
PosPt=Transformer.xfs90b=1 {7C0B5957-23AB-4D89-8030-477E74A6C7A6}
PosPt=Transformer.xfs90b=2 {9820BC3F-8C41-4359-B29B-94693A3DBCC3}
PosPt=Transformer.xfs90b=3 {B20289BB-9A63-4E54-AC14-EADE81D237F2}
Wdg=xfs90b=1 {AD89751B-FD77-4C41-8223-156575356B84}
Wdg=xfs90b=2 {78010EDF-5772-4762-9BA6-0D85899E78A8}
Wdg=xfs90b=3 {061BA0AB-D821-4A32-BBF7-EB6BCB8856C5}
XfCore=xfs90b=1 {28E0C3F5-6382-4573-A2A0-864F6B4BC01B}
XfMesh=xfs90b=1 {39D52B1C-38D2-47C8-9E37-A0AECD7D9603}
XfMesh=xfs90b=2 {EE557C34-BD5C-4760-837D-BFC01C3DFE9C}
XfMesh=xfs90b=3 {789C7A8B-C0CD-4638-BF8A-C9898968E661}
34=xfs90b=1 {728B83AE-8658-4389-AFCF-7B766E0B7F72}
34=xfs90b=2 {E154A378-6572-490D-946E-CBBA4C0D6F83}
34=xfs90b=3 {9D4298D4-2EEE-42EC-A86B-2EEA7A36FC66}
XfLoc=xfs92c=1 {D1C29EF5-2073-4B58-A97E-F1EFD7986671}
PosPt=Transformer.xfs92c=1 {6970EAFF-3F4A-4EBA-BEEE-BFA0D5E527DD}
PosPt=Transformer.xfs92c=2 {9BE8C047-3C7B-4EB4-9AB6-721178A93E47}
PosPt=Transformer.xfs92c=3 {FD4E436D-E5BD-48B2-99DF-5E51F7445115}
Wdg=xfs92c=1 {0BE84D6F-48B3-4BA7-9766-F72FEF635B71}
Wdg=xfs92c=2 {DFF164DA-70E2-4720-A8BE-8768010E6C57}
Wdg=xfs92c=3 {4ECBD9BD-95EE-4C79-BDB4-11CA76DB25D9}
XfCore=xfs92c=1 {A1494733-E06E-48FB-A44B-6AC913DFD56A}
XfMesh=xfs92c=1 {00875F38-7874-4E1D-89CC-A880EDEF5A83}
XfMesh=xfs92c=2 {F7649F23-C174-44D0-90A8-2206B1975DA5}
XfMesh=xfs92c=3 {0BB5B1F9-23D5-4033-8A10-7264444350D4}
34=xfs92c=1 {98437B18-04C8-4B7C-9141-86BA73D267A9}
34=xfs92c=2 {852DDFFB-8CEA-486C-B672-9BDC5E309367}
34=xfs92c=3 {FF9569E3-B6B4-40CE-9373-87DC947D5394}
XfLoc=xfs94a=1 {6963658B-0920-45EF-886A-92C50BD4B5B5}
PosPt=Transformer.xfs94a=1 {07D1CD59-EA5C-4F14-8166-E5D3769D3B68}
PosPt=Transformer.xfs94a=2 {260F5C68-570F-4DB7-81E6-9F4BA369DBD1}
PosPt=Transformer.xfs94a=3 {DECEDF5F-FEF9-4A69-8C56-13DBF4988E0F}
Wdg=xfs94a=1 {0BB8263A-67A4-4D4A-BF15-7D96912F66AA}
Wdg=xfs94a=2 {C321F095-AEE9-4B1F-B311-BE377F3D1FF4}
Wdg=xfs94a=3 {58E31FDA-7DCD-43E2-9727-C17679EB5A4A}
XfCore=xfs94a=1 {1A082413-486E-4321-A482-F86C1D500D3A}
XfMesh=xfs94a=1 {D994EBD9-413D-4B13-8040-FDCB7C978DC2}
XfMesh=xfs94a=2 {00878F4C-2840-409A-B605-0DF12DC66F52}
XfMesh=xfs94a=3 {9F1153D9-6107-4D64-8C64-6A1835E2B824}
34=xfs94a=1 {23D4D20F-F2BD-4F5B-A5E7-88BA44714423}
34=xfs94a=2 {05D021A0-BD7B-49A5-B7F7-E18D5B76937B}
34=xfs94a=3 {0E9DB1ED-E89E-4AD2-8772-EFC852ADA756}
XfLoc=xfs95b=1 {CACB3DAF-3E76-4B06-A016-4FD0558D6E0A}
PosPt=Transformer.xfs95b=1 {3817D73E-2754-4BEA-B436-E1AC4302B883}
PosPt=Transformer.xfs95b=2 {AD8C8D91-B00F-43A2-A4C0-96FF02E019E6}
PosPt=Transformer.xfs95b=3 {E2B59141-F2F5-411B-BF8C-87A5043166FB}
Wdg=xfs95b=1 {FFE528E2-FD85-4F38-8F39-B22B7B0586E7}
Wdg=xfs95b=2 {1F976A33-EBB9-403A-B024-E40E1D5FAD28}
Wdg=xfs95b=3 {E87800E1-494E-43DD-BCC8-E73BA85D4737}
XfCore=xfs95b=1 {FBFB7CC5-3518-4713-98CD-D8AD8FC31049}
XfMesh=xfs95b=1 {EE4E9647-CA67-4A87-922F-5B57F52E9DFA}
XfMesh=xfs95b=2 {D86E0162-36D9-4615-A688-230A631367FB}
XfMesh=xfs95b=3 {4B476D0A-095C-4D25-A5B9-30802ADB32DE}
34=xfs95b=1 {1F72763D-4BE0-4B16-BC06-5B1A4CCC245C}
34=xfs95b=2 {2752E2AB-871E-4590-9C48-6727630ED70F}
34=xfs95b=3 {6EFFEBBB-C371-4974-AF6D-F84B68D00D95}
XfLoc=xfs96b=1 {88CA3C82-78B1-40ED-9F8B-6ADAB9E75E08}
PosPt=Transformer.xfs96b=1 {1A04C010-7266-407E-BD58-DDDF1AACDE0F}
PosPt=Transformer.xfs96b=2 {67A883C0-8CB4-40D1-AEF6-8F1FC68E48FD}
PosPt=Transformer.xfs96b=3 {F88F3DC2-BFD6-4E23-9EFE-FA57931B77BF}
Wdg=xfs96b=1 {0DEE9E9C-F335-405A-808D-2748F7DA9379}
Wdg=xfs96b=2 {41735F0E-8FB5-45DD-A429-2F89DB039499}
Wdg=xfs96b=3 {18AD75FC-FB86-4B4E-A606-E9EE8E99E7D8}
XfCore=xfs96b=1 {866DF41D-EDE6-46C1-84B0-7C84387B10AA}
XfMesh=xfs96b=1 {58C5A88A-A7D8-4AD4-AA7C-F95B4F8A3861}
XfMesh=xfs96b=2 {FF4E321A-007C-4357-BFDD-276DDB3D3FCA}
XfMesh=xfs96b=3 {A0FE96FC-BF1B-4CED-B924-33B3CDD7CB79}
34=xfs96b=1 {3FD820B6-32C2-460C-87B2-2B63EFC4B11E}
34=xfs96b=2 {FF6E94EF-10BD-429E-8622-2614B2136449}
34=xfs96b=3 {42296D19-4DA2-422F-8B05-C29EEEE6797E}
XfLoc=xfs98a=1 {E676A48A-CC9C-474E-8BB3-BFBEFF9DAB51}
PosPt=Transformer.xfs98a=1 {7F88F2C6-18C7-46F1-8D94-BE462D78C068}
PosPt=Transformer.xfs98a=2 {F264588E-9834-4C5C-90E9-0C670BFAE55B}
PosPt=Transformer.xfs98a=3 {C4D3B061-3E13-4E25-A6C3-54E89F7758CB}
Wdg=xfs98a=1 {2D05ECCC-D3D3-4326-ABFD-8F82C6973A52}
Wdg=xfs98a=2 {CCAE8DE9-8A2E-497B-94CE-D2F794AA0F2D}
Wdg=xfs98a=3 {C379AB9F-F653-4744-AB6C-9A778E2AF944}
XfCore=xfs98a=1 {F84FA94D-3BB4-405D-B8BE-781BD22A40B2}
XfMesh=xfs98a=1 {AE64F533-94EA-455F-901A-D3FBB432E8F8}
XfMesh=xfs98a=2 {3DAC661A-258D-47FF-96A7-F19E93A921AE}
XfMesh=xfs98a=3 {A4F2F119-3960-44CB-9B4D-A90957920865}
34=xfs98a=1 {FBF077C2-3C4D-44BB-8E4F-B21551008CF5}
34=xfs98a=2 {5460C7C8-C6BD-412F-A5EA-4DF7626046A8}
34=xfs98a=3 {E6E0C59C-83A4-4AD4-905B-DBE4E0D100BE}
XfLoc=xfs99b=1 {5DF033BF-8297-4E50-BF88-7126D8D22D92}
PosPt=Transformer.xfs99b=1 {68DE3424-81B0-4314-B752-9FA54DA135F2}
PosPt=Transformer.xfs99b=2 {DF811330-7835-4F62-822B-D048A61FBF6F}
PosPt=Transformer.xfs99b=3 {2CDB1D06-938F-4E94-8596-4C8EDF5247B9}
Wdg=xfs99b=1 {5F182A1A-ECDF-45A5-ADBB-62CF3601CDD4}
Wdg=xfs99b=2 {33467656-B365-490C-9C06-70F7D939308F}
Wdg=xfs99b=3 {56F808AD-24C6-4D66-B93F-1334647CD1EF}
XfCore=xfs99b=1 {F6560353-D594-481C-8D99-DC9F55F01A3B}
XfMesh=xfs99b=1 {77B92B0F-F105-45AF-AF29-4F747C4C5152}
XfMesh=xfs99b=2 {E3ED06CF-9754-4C8D-B0E6-8851263E064D}
XfMesh=xfs99b=3 {75CDE3D5-7606-4D9F-A24A-5D22E6B17526}
34=xfs99b=1 {B668868A-6F63-45ED-A0BF-D9719874E7C6}
34=xfs99b=2 {B29313D8-14AB-443E-9D5C-3895D17F4716}
34=xfs99b=3 {99015134-B35F-4732-86C9-31A1A271B913}
XfLoc=xfs100c=1 {AC4F518F-3BA8-4DB9-8687-5A0BEF7E54CA}
PosPt=Transformer.xfs100c=1 {808BBCE0-2486-4690-90DF-ACFDA6FDAFF7}
PosPt=Transformer.xfs100c=2 {61C884BA-6F6B-434D-8305-123BDB66F2C2}
PosPt=Transformer.xfs100c=3 {6B5A41CC-6CC2-4D49-84D1-F03C6D251909}
Wdg=xfs100c=1 {D9785547-701C-46BC-9B0E-D7ADB301B2B6}
Wdg=xfs100c=2 {453ACDD9-0252-4BDC-8F0E-803C899628F2}
Wdg=xfs100c=3 {0F7E4B49-564F-4F01-A0A3-04840B98F35C}
XfCore=xfs100c=1 {605D0D3E-0994-4CBF-BD2C-90F22142EC55}
XfMesh=xfs100c=1 {CFB23469-DEF8-43EE-99D8-22C1F37B0914}
XfMesh=xfs100c=2 {DFFAEDB0-15EC-4954-80D2-CCAEE603C374}
XfMesh=xfs100c=3 {3DD2B80C-FC92-454D-BA83-1188A5B15FD2}
34=xfs100c=1 {9FD0DC27-D3E1-4D40-BEF6-E4A2E9E6E2EB}
34=xfs100c=2 {3AEB9F3F-AC61-4F96-9D36-896794E84317}
34=xfs100c=3 {B56BDEE7-3B8B-4DEB-9010-861F8637A736}
XfLoc=xfs102c=1 {3CA4E38F-07FC-4E76-BFEF-46F6B14667C5}
PosPt=Transformer.xfs102c=1 {47CD77B8-3F54-48A5-8C40-81832E90D719}
PosPt=Transformer.xfs102c=2 {10C511BE-3DB3-4242-A9E5-F3547AE43BB1}
PosPt=Transformer.xfs102c=3 {C90127E2-FF8E-42DC-9EED-20A9DF11D32E}
Wdg=xfs102c=1 {E4B6B2F1-78C4-454C-A0B5-4E8A0ADEBAC2}
Wdg=xfs102c=2 {FFA66158-56BB-4029-8777-30B8846C0B74}
Wdg=xfs102c=3 {935CB788-A431-4296-B99B-ED26767E009D}
XfCore=xfs102c=1 {5B7CB387-61D3-4B75-84C5-8A7C26B73250}
XfMesh=xfs102c=1 {F8E890B1-F4E9-48A6-BC32-7BF232ADEDB5}
XfMesh=xfs102c=2 {0D73A433-E2AA-4F3A-9FF8-AF567E122717}
XfMesh=xfs102c=3 {D0AE156F-7F54-497E-AED8-8E631AB11C76}
34=xfs102c=1 {BD6DB9CC-E7D1-4C43-9917-AB1B1F0107E7}
34=xfs102c=2 {0D2FEEE1-E6D7-4B50-A15F-356493EE576C}
34=xfs102c=3 {EFD9B148-CADA-4025-8E2A-E4550D38CFF4}
XfLoc=xfs103c=1 {ECCD45B3-44BD-48E3-A906-3EA24E88B2CF}
PosPt=Transformer.xfs103c=1 {0116A4BC-B059-4057-8592-D70CF94B8DC3}
PosPt=Transformer.xfs103c=2 {D4B27A13-5435-4FE4-A35B-76CD33B8AC7B}
PosPt=Transformer.xfs103c=3 {D09570AB-6E99-4EC0-9017-FACCE95183CA}
Wdg=xfs103c=1 {BEA2157B-91D6-477D-BC39-D35966807051}
Wdg=xfs103c=2 {77B27B10-890A-42B6-8CC8-20956DCBC938}
Wdg=xfs103c=3 {66F0322E-BA49-4DB0-AC69-24926EEEC250}
XfCore=xfs103c=1 {1F1E66A9-6741-45A9-A4EE-AB99A8EE8465}
XfMesh=xfs103c=1 {453136C8-48A1-44F9-BDC1-923BCB9DBC1C}
XfMesh=xfs103c=2 {3F256267-58A8-474D-89FC-B5732C9F489B}
XfMesh=xfs103c=3 {CB646A6B-1C59-4CFE-92CB-AC40E08D0ADD}
34=xfs103c=1 {BD242822-A08E-442B-BA83-A38C93048DE0}
34=xfs103c=2 {1AD25DB0-D03B-460F-B752-55EE77045BF8}
34=xfs103c=3 {8422A4C1-3F05-47BC-891E-AA37CFDA2BCD}
XfLoc=xfs104c=1 {FDFCF65E-7A3B-4E28-AC2B-FFFC7C32A62B}
PosPt=Transformer.xfs104c=1 {1C5CB5AB-C0F2-4F9D-ACCC-73457EC6E793}
PosPt=Transformer.xfs104c=2 {462B6872-5AB3-4A58-A398-BB654F41C8A1}
PosPt=Transformer.xfs104c=3 {9B2CB4FC-43BB-4ECB-A85A-43AE76C903EB}
Wdg=xfs104c=1 {5C6E6461-2315-4606-A4BE-8A50A3D30B80}
Wdg=xfs104c=2 {73258294-648C-460C-9FEA-6B3CD60822AE}
Wdg=xfs104c=3 {8B0CC5B3-C1C6-41EC-B7F4-3417D00609A5}
XfCore=xfs104c=1 {A139DA7F-04F2-4B0F-B993-92F741C75B56}
XfMesh=xfs104c=1 {2B229E07-8B03-41D4-AA53-EBEBE0D81BE6}
XfMesh=xfs104c=2 {203737CF-99A5-4DD9-8E99-5ABBA45AD241}
XfMesh=xfs104c=3 {D7E93862-9817-457C-993D-78B11A94B185}
34=xfs104c=1 {A190F225-0C95-437D-82C1-E5EE10A5B087}
34=xfs104c=2 {DC2470EC-00EE-4FEC-91CF-8EB14D148E90}
34=xfs104c=3 {7C295AE0-5D93-4AB8-BCF6-D9B14088A20E}
XfLoc=xfs106b=1 {452E2228-1582-4CBA-A82D-10F8AC6F1FC7}
PosPt=Transformer.xfs106b=1 {D68CC5D9-76D7-4D06-B325-7455B2D916FD}
PosPt=Transformer.xfs106b=2 {5B37BBD3-6618-4EF7-B5CE-C0AC8339A0E8}
PosPt=Transformer.xfs106b=3 {F4B51636-0F46-4E82-A5AC-EEA8E7D95753}
Wdg=xfs106b=1 {30F6837A-D48B-4362-A53E-90F07BB4FF14}
Wdg=xfs106b=2 {86745A15-D827-4DCC-AA78-F6938BB58F85}
Wdg=xfs106b=3 {C31D675C-E1CD-48A2-B180-4BE402C47D2B}
XfCore=xfs106b=1 {F7301D04-E5A6-4157-AAF2-F1E0BA737CE0}
XfMesh=xfs106b=1 {2ABEED57-E546-42FA-A773-051E49233B74}
XfMesh=xfs106b=2 {80AD1870-A1AA-4232-A01E-7BA438F9AD8C}
XfMesh=xfs106b=3 {91EC91FE-48C0-47C3-A45F-1D33CF229B2F}
34=xfs106b=1 {646EFF8B-C04F-4DA9-932E-F21DCCB5EB3F}
34=xfs106b=2 {D5C40DB7-1F98-4818-9E4B-337DA597D992}
34=xfs106b=3 {FCB0D478-7C0F-47F0-AFBE-18F3C0872D31}
XfLoc=xfs107b=1 {BF5999B7-D5AA-4CD8-AA5F-3D5D6562E02B}
PosPt=Transformer.xfs107b=1 {F7E61126-3EEE-4AA0-B1F4-A6E789DB46B9}
PosPt=Transformer.xfs107b=2 {831C5D0C-EA16-4EC6-B9A6-E88B607903D5}
PosPt=Transformer.xfs107b=3 {F95F7E34-684C-4517-B627-444CB29E1C88}
Wdg=xfs107b=1 {FA050C7A-36B0-4009-8BF3-C9A76AB64042}
Wdg=xfs107b=2 {DEBF749F-B090-42C0-B153-129211FDAD01}
Wdg=xfs107b=3 {DC0B9BAD-A81B-4AE6-896A-17B00ACD1AF8}
XfCore=xfs107b=1 {794C03C9-6364-476A-956B-D347281DF484}
XfMesh=xfs107b=1 {572F9506-9267-47C4-9B29-8345712F5DDD}
XfMesh=xfs107b=2 {53F5A482-73A5-406E-BBF5-693B9CD4D8FD}
XfMesh=xfs107b=3 {767F9D66-60BD-4367-A6F5-7F9928CC9BE3}
34=xfs107b=1 {311257FB-524C-4C46-9201-0D38C8BEF6BA}
34=xfs107b=2 {B983B136-1E01-4A08-AF84-6D96CFA5556E}
34=xfs107b=3 {D725EA69-769E-41FD-9F73-74E8EAB01D95}
XfLoc=xfs109a=1 {B7CDF13E-4940-4806-AD81-462B1C8DED99}
PosPt=Transformer.xfs109a=1 {3B43BF6C-4F61-40F9-ACEB-F88BD3B99C4A}
PosPt=Transformer.xfs109a=2 {F8355780-1BD9-49D4-BEB1-6C7C0CAA76CE}
PosPt=Transformer.xfs109a=3 {C861BC64-8110-4FEC-84F2-84778B4F1E4E}
Wdg=xfs109a=1 {200B1B15-12E5-4894-BD7E-162DE1675D20}
Wdg=xfs109a=2 {D8F42C3A-B900-436D-AAC6-8EB410641732}
Wdg=xfs109a=3 {C0071E1E-9648-4E29-A1DB-AD2155260452}
XfCore=xfs109a=1 {74366093-B47B-4333-8EB2-93CF2D157242}
XfMesh=xfs109a=1 {514792EB-A29C-41B3-AC9D-030E2F7A99EB}
XfMesh=xfs109a=2 {3E67C41E-96C6-4A16-88BF-4F541087CEFB}
XfMesh=xfs109a=3 {6EEE34B8-C4C2-4DC5-A5C3-7B1CBB9A25DA}
34=xfs109a=1 {7D40F2B5-1650-4515-9F7B-2855DB0BBD7F}
34=xfs109a=2 {507F4C64-7A8D-4BDC-9B43-2E0158D1EEAB}
34=xfs109a=3 {86E42120-678F-4A90-A937-FD591FAA50F9}
XfLoc=xfs111a=1 {7BC95B85-ECEF-4779-A858-EC7075973DE0}
PosPt=Transformer.xfs111a=1 {EE1843E5-A9A2-45BC-A347-C0A58B816383}
PosPt=Transformer.xfs111a=2 {6FC31B0A-4118-41B5-A2AA-8969AAE63987}
PosPt=Transformer.xfs111a=3 {5A61F023-30C2-4177-B9F8-982ADD101105}
Wdg=xfs111a=1 {302AF808-964F-4160-84A6-9B8442C3E946}
Wdg=xfs111a=2 {75CB1B2F-6F5F-4FB0-80D8-D0A98B58752A}
Wdg=xfs111a=3 {0F2FFEE6-D91B-4DB2-A83F-5F45FEF3FB33}
XfCore=xfs111a=1 {BADD2B0E-FA62-48D4-A1FB-2BE0B6BCC364}
XfMesh=xfs111a=1 {493FE97C-DE96-462F-8126-CA111A7CE835}
XfMesh=xfs111a=2 {BA4684BC-255A-4433-AE70-0EFAD60F2CB1}
XfMesh=xfs111a=3 {6F777EA4-BB5B-4C8D-BF94-E1CD522D5BBF}
