Circuit.ieee123pv {4C4E3E2C-6332-4DCB-8425-26B628178374}
Wdg=xfs71a=2 {D25522DA-1476-4D13-A143-DC94D61141B9}
Wdg=xfs71a=3 {CF3C2DF8-85CD-41D0-97F0-B38BC1910549}
XfCore=xfs71a=1 {0433A7C2-F659-4385-A219-2EDC31D7F52A}
XfMesh=xfs71a=1 {904E6716-32E6-4290-B872-A8C7BF4F5E4B}
XfMesh=xfs71a=2 {B4323C50-597D-42AE-ABF9-B9306F40038D}
XfMesh=xfs71a=3 {787108D4-3BF0-44A0-8D62-EB881344AB24}
34=xfs71a=1 {A60954A8-152E-43E0-AF96-F0485AAB2AFB}
34=xfs71a=2 {F444FF46-2CA0-4D25-9DED-03E378338D54}
34=xfs71a=3 {90503BA4-151D-46B8-947E-36AD41BB0695}
XfLoc=xfs73c=1 {C6DD387C-9A26-4FC6-B37F-56FBA5427451}
PosPt=Transformer.xfs73c=1 {2DF445E7-00D3-4401-8A2B-A56635DB343E}
PosPt=Transformer.xfs73c=2 {3F599B71-7D6D-442E-9795-B2190885583A}
PosPt=Transformer.xfs73c=3 {C82C0DAC-D030-4CA0-89C3-6603AD59D642}
Wdg=xfs73c=1 {E5F745A8-916E-4FE5-AFC3-16D43B68D6FE}
Wdg=xfs73c=2 {25E5CB59-2122-436F-AA9B-34F24D27F1DB}
Wdg=xfs73c=3 {36BCF08D-4D78-4029-AEEF-ED1ADD8C9C16}
XfCore=xfs73c=1 {AB7E5028-4A73-4093-9874-18A374B0A7AA}
XfMesh=xfs73c=1 {E5123CBE-CEE0-4397-BE76-9ADB4C9CDF0F}
XfMesh=xfs73c=2 {5BEADCAE-E60C-423B-B646-4ABC9539D1B6}
XfMesh=xfs73c=3 {FE0DAE9A-8DA7-4752-A6FD-B73E2664BB5C}
34=xfs73c=1 {C486E489-6BDF-4381-9AFB-7AB220E76D64}
34=xfs73c=2 {86F180CB-9AA7-49E0-B268-431BB48C528C}
34=xfs73c=3 {3CEFD908-9C05-43EA-A60D-451EB6B89763}
XfLoc=xfs74c=1 {547B5744-6832-4B56-90DB-C367574D1AE4}
PosPt=Transformer.xfs74c=1 {D7D9034A-E416-452D-94D4-99E66119D755}
PosPt=Transformer.xfs74c=2 {EE086B52-19FA-4633-8B2A-83D73C82D588}
PosPt=Transformer.xfs74c=3 {0C94E3CE-2190-4490-BF88-94EEF72EF294}
Wdg=xfs74c=1 {C60B84C1-CF64-496F-8018-AD223F9E9FF1}
Wdg=xfs74c=2 {6BEDC5DB-4A37-416D-A834-D8020629630E}
Wdg=xfs74c=3 {4FC397B7-46C9-4126-BC83-C70E744397B6}
XfCore=xfs74c=1 {1F6EC349-AF7C-4AF0-A308-4E12A1B4CC0E}
XfMesh=xfs74c=1 {18F403DE-BFE4-4BF0-8784-E5A2508289ED}
XfMesh=xfs74c=2 {8E2F47D1-29A4-4D61-81FB-50F41A50AEF8}
XfMesh=xfs74c=3 {65B7E457-05B1-4739-9D65-394A1306D063}
34=xfs74c=1 {8F6C8C0B-51D8-46A4-BD6E-C0173D9CB173}
34=xfs74c=2 {4B707FB5-DA3F-44BA-90A2-E1C4EB9595AF}
34=xfs74c=3 {A5020AE8-6249-4915-8750-C0D90BA6B4E9}
XfLoc=xfs75c=1 {C10405AE-2120-4A4D-8337-66AFB770AB5D}
PosPt=Transformer.xfs75c=1 {42C596A4-AE50-4F75-988B-906902F9685E}
PosPt=Transformer.xfs75c=2 {30B3C034-0892-4CDA-8097-D30290DF9998}
PosPt=Transformer.xfs75c=3 {EB1B577E-1A0B-40C7-959B-B2C9EA8E3F2B}
Wdg=xfs75c=1 {40024839-622D-427B-9A1B-0A6B51510B35}
Wdg=xfs75c=2 {7B5CE7EF-5F02-4BF2-82C6-588CC0B104E2}
Wdg=xfs75c=3 {39DF0BCC-FDC7-49DA-8AC2-00D43647F095}
XfCore=xfs75c=1 {50F7874F-D4FD-4777-BF97-EC80481E9E60}
XfMesh=xfs75c=1 {29E15C3A-3959-450D-A1A2-A030AE65CF09}
XfMesh=xfs75c=2 {57B53134-21EF-43BA-BC2B-5A754A454C04}
XfMesh=xfs75c=3 {C1086F35-F08A-4F17-927D-6A64379ED7F1}
34=xfs75c=1 {5E912BEB-584F-41A5-9782-257A53EE7C96}
34=xfs75c=2 {C6786635-7D10-4CA9-BFAE-ACD7B297C607}
34=xfs75c=3 {E2195480-6B9B-4D34-9C96-B92BE57F6839}
XfLoc=xfs77b=1 {8DEE2F6D-F1EA-4A4E-820B-1A75DCC2B490}
PosPt=Transformer.xfs77b=1 {7C135A24-93B3-49DC-9CF0-2F4A2951BDDD}
PosPt=Transformer.xfs77b=2 {945C0C39-8256-4A88-A607-6239466E7E15}
PosPt=Transformer.xfs77b=3 {476E3D53-AEC2-4FB6-87C3-FE220D913D78}
Wdg=xfs77b=1 {3644E4D3-8513-4111-83E5-1A2A2024A46A}
Wdg=xfs77b=2 {D6D66C4F-6B70-4718-8186-FF466E16019E}
Wdg=xfs77b=3 {BE61E6C6-5F5C-47FA-A361-4D9D02F3D96E}
XfCore=xfs77b=1 {A6BED26A-ED20-4E7D-AD17-F639D8280F99}
XfMesh=xfs77b=1 {FE0DF583-3BB6-417F-9A49-6643BBAE7D8F}
XfMesh=xfs77b=2 {71345D2C-8DC2-4627-93BA-09C8CDB00B30}
XfMesh=xfs77b=3 {DD6A8E48-94A5-4FA6-91C3-15B2CE0EB6B1}
34=xfs77b=1 {8E04D28D-A339-4367-AD1B-767F20C3DEB2}
34=xfs77b=2 {F767B4CE-BE13-4029-B00B-706EE3C66424}
34=xfs77b=3 {889F5973-29BF-4D66-825B-BCB5D5F59F0C}
XfLoc=xfs79a=1 {DD710778-F846-49E6-B23A-9843FDF8D28A}
PosPt=Transformer.xfs79a=1 {75AE76AE-9951-4D30-9E6A-80C1E0365291}
PosPt=Transformer.xfs79a=2 {5A444559-545A-411C-B768-53632ACF2463}
PosPt=Transformer.xfs79a=3 {641D4172-128A-4344-8054-093BFEE381E7}
Wdg=xfs79a=1 {771EF6CA-8BA9-434B-A177-1152831C8524}
Wdg=xfs79a=2 {8000D551-7304-4192-BB5B-150284D09857}
Wdg=xfs79a=3 {A98164AD-EC43-4A0F-8E26-DF3D395DCD75}
XfCore=xfs79a=1 {2B204294-BD29-4972-BEA2-310210CBB93F}
XfMesh=xfs79a=1 {03E03DB7-1107-498E-8F5D-24447018C986}
XfMesh=xfs79a=2 {FD0D4ED2-CA85-4A74-9B68-997312165168}
XfMesh=xfs79a=3 {CC2AB466-9EE8-4EA9-ABD0-4BF52F218B72}
34=xfs79a=1 {346EEF54-3C86-44D3-AFF5-F2705B0DC22B}
34=xfs79a=2 {F776733D-36AE-428D-A1BC-74577E05FA24}
34=xfs79a=3 {D450777B-70C5-4576-A00A-03F552AF68D1}
XfLoc=xfs80b=1 {C74D23EB-BC21-41CE-930C-2BF73518B208}
PosPt=Transformer.xfs80b=1 {9434E591-AE42-4C54-AB3F-6F011F4A7F8B}
PosPt=Transformer.xfs80b=2 {A9DE7979-E555-488E-A8FF-4C2E54B7B0DA}
PosPt=Transformer.xfs80b=3 {C381E963-075C-469A-BC6C-D1E4D3D4F5CC}
Wdg=xfs80b=1 {00DC8FE7-DEC1-4CE4-8D77-430707B463BA}
Wdg=xfs80b=2 {1D710440-D682-4BD3-BF30-6EF66DFE3A3A}
Wdg=xfs80b=3 {5D14D3CD-C3AE-4150-9E36-098148050EA6}
XfCore=xfs80b=1 {E2EBF301-BABF-48A0-A1E9-40AE759D0335}
XfMesh=xfs80b=1 {D5744978-81FC-44B0-A7DA-D5D9BFEC3902}
XfMesh=xfs80b=2 {2B6A4D99-A7FA-429F-8C50-D541C82E1F82}
XfMesh=xfs80b=3 {B24FD043-DE21-42E0-A8B3-3E8CED45D46D}
34=xfs80b=1 {8ADA7968-578D-4293-A7CF-B2198AA1C7B9}
34=xfs80b=2 {41EFB11F-068F-4456-BF71-67DD865FE515}
34=xfs80b=3 {A81AA971-DDFF-49DC-8341-5A97893FDB1A}
XfLoc=xfs82a=1 {DBCD3950-B405-4D43-A92B-79A2D10687FA}
PosPt=Transformer.xfs82a=1 {8CF5CDF5-75C4-4BD0-A92E-437C43CF3061}
PosPt=Transformer.xfs82a=2 {89E91048-1980-4FD0-97F7-35D43F923902}
PosPt=Transformer.xfs82a=3 {482637EC-7BBB-4F03-B6FA-757419D39B71}
Wdg=xfs82a=1 {50DEA832-E62E-4690-93FC-C0E72A78277A}
Wdg=xfs82a=2 {5D5F1EC7-0189-49F9-89F2-E1F86B6262BC}
Wdg=xfs82a=3 {7CB89590-6AFA-4C35-A6E9-8735CB56CD24}
XfCore=xfs82a=1 {F98D0299-4E85-4705-8CDD-3B6CFE660F2A}
XfMesh=xfs82a=1 {8D1F9720-9A08-4F5C-A4C0-A3E71DB16FFB}
XfMesh=xfs82a=2 {EFB593FB-91ED-482A-A7DC-42AB40A2BD03}
XfMesh=xfs82a=3 {A296462D-2168-41C4-BCA8-E34FB6C71E46}
34=xfs82a=1 {6FB8FCA7-143B-40D2-B618-8E03682AC925}
34=xfs82a=2 {EF2B0C55-2D2D-4500-9E81-D99268AF04E9}
34=xfs82a=3 {F19E0020-B8F8-4A72-B971-A06F145E0A92}
XfLoc=xfs83c=1 {83E95DC3-C421-4630-889B-A6D24E5A2038}
PosPt=Transformer.xfs83c=1 {1B9AA4B9-6462-4C2B-AAEF-1C9805603FE1}
PosPt=Transformer.xfs83c=2 {DC29C640-5C4D-41A4-8470-0B6FB4022E29}
PosPt=Transformer.xfs83c=3 {F94E225C-A5B2-42D6-8E8F-2B534E968287}
Wdg=xfs83c=1 {AFF005E9-9494-4345-BE6F-8A051723ABCD}
Wdg=xfs83c=2 {0BCBF237-DA7F-40D9-AC09-7F1B3C469E6C}
Wdg=xfs83c=3 {0D348167-A23A-48CF-86D5-15ED49BCF1B7}
XfCore=xfs83c=1 {EA8686E3-FD64-41AF-94B6-1DFAA1A55878}
XfMesh=xfs83c=1 {B65EAEBE-EE32-4AD8-AFBC-3193D226FA22}
XfMesh=xfs83c=2 {8E5C7CCA-0434-4504-AC26-0B36D8EB9A25}
XfMesh=xfs83c=3 {0D5604FC-6534-4200-9604-F1550869384D}
34=xfs83c=1 {96E91F52-FF07-41B7-980C-5299FD85A5ED}
34=xfs83c=2 {599A1060-C808-461A-BA41-DB239EC65F4C}
34=xfs83c=3 {38F0F0BB-5648-4871-B656-565D5EACF916}
XfLoc=xfs84c=1 {17403487-E654-4CB8-96EA-955402C302BD}
PosPt=Transformer.xfs84c=1 {0877CD15-E0CA-4B5E-875E-CA0054B35008}
PosPt=Transformer.xfs84c=2 {0EA2AF5B-CBD8-4600-949D-ECC3EB93759A}
PosPt=Transformer.xfs84c=3 {0038102B-AEEF-4325-96E6-C68E176EAF74}
Wdg=xfs84c=1 {71CD511B-89BE-43F0-BCEB-46EB69EE739F}
Wdg=xfs84c=2 {45778E93-A3AD-4D02-A2DC-931F49112647}
Wdg=xfs84c=3 {2489AB18-BA3E-4F2A-A560-E4D27BF09896}
XfCore=xfs84c=1 {7B61D853-9805-4902-BF2C-0F02BD85D5EB}
XfMesh=xfs84c=1 {A06A55EE-83BA-413F-801F-0790F600ACC1}
XfMesh=xfs84c=2 {4DB68170-5212-416E-B1E3-AC348962C76A}
XfMesh=xfs84c=3 {0E47025B-3130-45DC-8F39-F6A793FF9584}
34=xfs84c=1 {DE6E5685-FD55-4C02-949E-F6DC26AB148F}
34=xfs84c=2 {33BA9951-C256-46F9-80D7-BD4EE358E0B6}
34=xfs84c=3 {9300BA65-DA1D-4A1E-B32E-B925B392700D}
XfLoc=xfs85c=1 {E8CD057C-2BD3-4E09-AEFE-AEFC6DECB390}
PosPt=Transformer.xfs85c=1 {E3BEE4B1-F9EB-451C-A17F-1B60442F7737}
PosPt=Transformer.xfs85c=2 {CF0CF7A3-8C35-4F90-9A35-6471F3FE1496}
PosPt=Transformer.xfs85c=3 {06973CAC-1194-4AA5-A089-FC8F405828ED}
Wdg=xfs85c=1 {E92709D1-7FDC-4958-91DA-4CCE45AC2815}
Wdg=xfs85c=2 {FDE649F3-48BB-49E2-8E47-D20962C12C07}
Wdg=xfs85c=3 {F8267CF0-B707-464A-A1D0-38D4B7E5EA02}
XfCore=xfs85c=1 {C0B6081E-5972-4A2F-8FE9-152DA9917048}
XfMesh=xfs85c=1 {F2ACE60F-8002-40EA-B330-A574BFC18ADB}
XfMesh=xfs85c=2 {A7835070-9CB5-4718-8C29-7779E5F79941}
XfMesh=xfs85c=3 {F53F1939-DEC5-4EFB-AA34-0F9F6BEC9EED}
34=xfs85c=1 {186CA2B4-3268-47E6-B3FE-786C03B0E8AD}
34=xfs85c=2 {6F061820-7BA8-4D9F-9C4C-258F207DDFB2}
34=xfs85c=3 {5F0F982D-F671-4847-880B-0FDBE473588E}
XfLoc=xfs86b=1 {C10B289D-6E1E-4013-A4AF-8BE7818D4FDB}
PosPt=Transformer.xfs86b=1 {53E2DF41-AE3A-4134-8403-C23502AFF90A}
PosPt=Transformer.xfs86b=2 {3B873C6F-4515-4FE1-8CB1-A27F7747207F}
PosPt=Transformer.xfs86b=3 {E5E71B01-2ABD-43C6-8BF2-B8A513B08603}
Wdg=xfs86b=1 {58568E28-D649-4F1F-9D34-4364474488FA}
Wdg=xfs86b=2 {112736B2-734E-4DEB-B237-E509B502001F}
Wdg=xfs86b=3 {7CA28319-3444-4872-8508-0408FC1CA1F1}
XfCore=xfs86b=1 {F9DFD99E-E582-4D52-9453-AD3FDB3CB8F0}
XfMesh=xfs86b=1 {E1A56BAB-3259-4D2F-A626-B4647B4BB096}
XfMesh=xfs86b=2 {44356E29-4D79-411A-A193-BE4B5D02C33C}
XfMesh=xfs86b=3 {8A7ADD98-6B3E-481C-8089-C0CF646A9B02}
34=xfs86b=1 {4AB57DCB-3EDF-4ADA-99E9-ED40829308CA}
34=xfs86b=2 {054D0BAB-7D61-4711-8B49-F5196CEDF7CF}
34=xfs86b=3 {C438C3FB-40B2-4A65-8EB0-7ABEE7AEAED1}
XfLoc=xfs87b=1 {9B3F5733-18AD-4D45-81E5-DD0CE4026376}
PosPt=Transformer.xfs87b=1 {0D374CF8-B1FD-47C5-B594-C0B2681FCD1B}
PosPt=Transformer.xfs87b=2 {4E0AA75A-D4A6-46DE-984D-DFD1E9865B14}
PosPt=Transformer.xfs87b=3 {CDD6535F-7E3D-4B14-A8AB-C38A2D8D185B}
Wdg=xfs87b=1 {1F0A3760-8121-4B1F-A295-C008366EA54B}
Wdg=xfs87b=2 {EA786724-B6C1-42E5-A258-E7CBC0E2A54F}
Wdg=xfs87b=3 {7E233188-FAB8-432F-BA39-699FA035EA37}
XfCore=xfs87b=1 {44B616C4-0FD5-48C7-8486-CB8DB637C6DE}
XfMesh=xfs87b=1 {439EF2A1-AE67-49C4-AF0A-38270239A3A8}
XfMesh=xfs87b=2 {43D5C0DE-250E-428B-B3DF-503F58112B2B}
XfMesh=xfs87b=3 {DA192641-24F9-43D0-94A8-864E8B9E0C3A}
34=xfs87b=1 {0F85C22A-F6E2-4BE1-9BFB-C218589D0E47}
34=xfs87b=2 {EF5E5906-D9F5-4124-8E3A-7E7B11F4865D}
34=xfs87b=3 {95B271BF-85DC-42C5-9651-A19E32E30AD0}
XfLoc=xfs88a=1 {DCCFB1A5-BC34-4715-B675-3423DD7E2757}
PosPt=Transformer.xfs88a=1 {886C84FF-93DF-4012-830F-171125AE1859}
PosPt=Transformer.xfs88a=2 {8D2CBCF3-8ABD-4AFF-8979-7E974C783DFD}
PosPt=Transformer.xfs88a=3 {9FA6CD0F-297A-4EEB-A521-539DF09A3ADF}
Wdg=xfs88a=1 {4EEF4055-772E-433E-BE15-233209310A53}
Wdg=xfs88a=2 {2454630F-9925-41C2-A7AC-2B6C9025FE07}
Wdg=xfs88a=3 {6DACECC1-63FB-4B9B-BCF9-E62666D6E6F8}
XfCore=xfs88a=1 {186182E3-E219-41DB-938C-2760D5DF91EF}
XfMesh=xfs88a=1 {A6512F1A-4585-4324-8573-C8C490DB476A}
XfMesh=xfs88a=2 {A30BA43B-E228-47DC-8E2D-C0CE1A93638D}
XfMesh=xfs88a=3 {F72C98A2-D276-4BC2-9AC5-003976B0FBCE}
34=xfs88a=1 {B762E6FB-27BB-4511-8FD7-11CAD6180DF9}
34=xfs88a=2 {47405E2F-A344-429F-8813-2BA22683D56B}
34=xfs88a=3 {A34EA93B-1E98-4424-A87E-85C23FB6FE56}
XfLoc=xfs90b=1 {A0F6238B-C189-4980-A588-42A03D7C4062}
PosPt=Transformer.xfs90b=1 {8E6C398F-E51B-4214-86E7-10CA2C9C1B0E}
PosPt=Transformer.xfs90b=2 {F0604E59-BDF7-408E-ACA1-62D9BDE6CB9D}
PosPt=Transformer.xfs90b=3 {5D3F3831-3ABD-4E6B-9978-7A23457DC086}
Wdg=xfs90b=1 {C8094AC3-B628-4641-AF24-BC8578A21458}
Wdg=xfs90b=2 {D6616378-7BC9-488F-9C3B-7A19D1B1FAEB}
Wdg=xfs90b=3 {1628CAE0-8E14-4294-901F-EC97B3534257}
XfCore=xfs90b=1 {2D03B9CE-7756-46CE-B06C-726B98B2ECD9}
XfMesh=xfs90b=1 {EB49DEF9-F80D-40EF-AE23-31618074F607}
XfMesh=xfs90b=2 {CE9F1DE9-4EF3-4AA5-A4D5-7777AF86F31D}
XfMesh=xfs90b=3 {04F46140-FD7F-48CA-BDBF-D4DABD009F8A}
34=xfs90b=1 {01D54887-7334-4471-94F7-F8ECE81AC9A5}
34=xfs90b=2 {97984E69-7B2D-4AAB-9B1C-9AE6DC27C7ED}
34=xfs90b=3 {6171BD6E-121E-4E2A-BE90-873DB49A8288}
XfLoc=xfs92c=1 {217A8413-6383-4724-992B-F393F9B5C65A}
PosPt=Transformer.xfs92c=1 {A41BDEDA-F189-4C78-BB68-907B52E0A327}
PosPt=Transformer.xfs92c=2 {BAD82B7E-2AE9-4834-AB4A-7CFF9866E320}
PosPt=Transformer.xfs92c=3 {F3F9E55F-8B4F-481C-996C-4D22BBFC19EB}
Wdg=xfs92c=1 {6A80E666-ED6B-405B-8361-8C8F3A7A8822}
Wdg=xfs92c=2 {CA42D366-68E2-4D8B-A50A-3D7EE7B68D06}
Wdg=xfs92c=3 {538A5CA0-43DE-49AC-BE8F-3CD190684ADF}
XfCore=xfs92c=1 {569F7D21-B2D0-4B47-A146-4B006B0C12B7}
XfMesh=xfs92c=1 {5115FF84-285A-4260-A95D-E3EECD78A218}
XfMesh=xfs92c=2 {CA64D7C1-C3CD-424C-8D3A-BDFB517535B6}
XfMesh=xfs92c=3 {AC1D3D69-1F6C-48FB-A7A7-32972478286F}
34=xfs92c=1 {16CABDC4-3E89-41F9-A150-32F92F8C2456}
34=xfs92c=2 {74289997-94A9-4E61-834F-E4ACB47F408E}
34=xfs92c=3 {AD4BC173-7164-491E-9065-E26665801F88}
XfLoc=xfs94a=1 {A97689CE-FB11-409A-8340-1E5AAAFCCA55}
PosPt=Transformer.xfs94a=1 {0F731C87-77A0-4B81-9068-12E7BD4A9AA6}
PosPt=Transformer.xfs94a=2 {7D383A6B-5B08-45DC-B5EF-9C48AFF6A44F}
PosPt=Transformer.xfs94a=3 {9E13662B-1A4A-48E5-844D-670914C46D85}
Wdg=xfs94a=1 {1C8E4FDC-B700-491A-8D56-F80023753FFE}
Wdg=xfs94a=2 {EA81B619-52E8-4831-BAF1-CF62C336BE73}
Wdg=xfs94a=3 {B765FD33-35C8-4386-8C04-8715C32C6B8F}
XfCore=xfs94a=1 {3B81B7F3-3D83-4FAA-B4D3-75F65EAA507C}
XfMesh=xfs94a=1 {534EF7CD-EF63-4F5A-A345-CB9CF7B36920}
XfMesh=xfs94a=2 {8F612202-ABB7-46B0-9CB7-EEAC5C604FEB}
XfMesh=xfs94a=3 {5F1C68EF-E4AF-4C7F-87FF-058C57292E4F}
34=xfs94a=1 {6E256020-B955-4478-AECC-6C7E1981080E}
34=xfs94a=2 {D277B873-4DFE-4ED6-A898-E110ACAF7625}
34=xfs94a=3 {3F0DF557-DF00-4B37-A537-9B22E31E827C}
XfLoc=xfs95b=1 {66E0D57B-BE80-4B4A-8C66-509E2ACAB47A}
PosPt=Transformer.xfs95b=1 {D3CAAEF2-0FFA-4E9F-9687-D227D5C1187D}
PosPt=Transformer.xfs95b=2 {A1700CE3-1662-4BE7-AE34-E94E55FF3EA6}
PosPt=Transformer.xfs95b=3 {C4836C68-3C76-40FD-9F19-054C45A4EF75}
Wdg=xfs95b=1 {B7FD5044-EA68-486A-989A-239E311EE90E}
Wdg=xfs95b=2 {242BC159-7126-4751-A191-2D00E450B803}
Wdg=xfs95b=3 {5962B9B4-2FA7-44ED-A7A5-BADAB958F760}
XfCore=xfs95b=1 {D7AC9EBB-DB28-4235-A568-723FFC275A36}
XfMesh=xfs95b=1 {A79E6AF1-872E-4260-B902-54147D615A97}
XfMesh=xfs95b=2 {757389B8-9294-4A48-BF7D-B370B53DEAE4}
XfMesh=xfs95b=3 {D5259A13-6C43-4F26-A4AB-43A24643461D}
34=xfs95b=1 {E922DD4B-5331-4656-A259-ECDD07AC391B}
34=xfs95b=2 {F4F616C4-150F-40C9-AF20-52FD56A1DD02}
34=xfs95b=3 {37CAB320-E53F-4932-A684-EADC5276D96A}
XfLoc=xfs96b=1 {6E0BBA40-300C-44AB-97CA-EE70EDAE17B6}
PosPt=Transformer.xfs96b=1 {01A3CEBB-4832-486C-8F92-FE6C395C5F18}
PosPt=Transformer.xfs96b=2 {2E3E98AD-5819-4747-861E-E0CD0F78DB2E}
PosPt=Transformer.xfs96b=3 {33C05587-F06A-45E9-892B-0DC66A586343}
Wdg=xfs96b=1 {F96C6340-3A57-4B3A-9559-4D6E8598A4FC}
Wdg=xfs96b=2 {224FBC3C-5C40-424C-9B96-CCEFFA1DDEFC}
Wdg=xfs96b=3 {7966FE30-C8C5-4C79-B421-ECCB39A31BFF}
XfCore=xfs96b=1 {EC5323E3-649E-403F-BC15-5EAAB833186B}
XfMesh=xfs96b=1 {6B81A8A9-D1CF-4823-AB1C-45FD274C7E0D}
XfMesh=xfs96b=2 {ECA19909-C63A-4A16-BBB0-0D2ED7C737F5}
XfMesh=xfs96b=3 {0AAFA5D1-EF47-4CAE-A555-F10CF55E5A11}
34=xfs96b=1 {9B48174C-E197-4AA2-81C1-0595933FE81B}
34=xfs96b=2 {6A974C93-B636-4DA1-9D28-5DD470494240}
34=xfs96b=3 {A07A898F-FEB0-49E0-9B2F-05DA918E70D4}
XfLoc=xfs98a=1 {E3B3CEB3-A57C-45F3-B9FB-DD11C8C1153E}
PosPt=Transformer.xfs98a=1 {080C05AA-3433-4277-8BF8-9A40B3C8121F}
PosPt=Transformer.xfs98a=2 {06C419F0-E318-43C9-BCE5-0DC3DE5455B0}
PosPt=Transformer.xfs98a=3 {7357EF45-10D5-408B-8572-C302C11BD44C}
Wdg=xfs98a=1 {3EFA3CC7-79AB-47D4-B9F2-D35F99A7445E}
Wdg=xfs98a=2 {D1457330-BD8D-4A91-BA6C-0B4279594A97}
Wdg=xfs98a=3 {D8422D09-BD1B-45C5-991C-A3619410AE85}
XfCore=xfs98a=1 {BE2635F5-1148-468E-8967-28CF5E9A63F4}
XfMesh=xfs98a=1 {D1F7E055-63D7-4347-A788-62002C61DB4A}
XfMesh=xfs98a=2 {90200008-F0B4-46D3-A5CC-557C2E9D4CF4}
XfMesh=xfs98a=3 {98DBF818-99C2-4C86-A930-4C91AD48D5A2}
34=xfs98a=1 {AF28C81F-5973-4C25-9FB9-59BEE48E2491}
34=xfs98a=2 {0F31631C-795F-4B00-906D-7E2D420170F0}
34=xfs98a=3 {39472FC0-F659-4E3F-8A9A-DC13CFDB610B}
XfLoc=xfs99b=1 {851DBB0B-9AC9-4C34-BB99-E2156668857B}
PosPt=Transformer.xfs99b=1 {BC533CCC-F4D0-4CCD-B4F8-D34DC729968B}
PosPt=Transformer.xfs99b=2 {B5407F90-1916-462F-8A05-B3FA02DE4E4B}
PosPt=Transformer.xfs99b=3 {6B99C00A-0B95-42BC-A431-D01A566F52A1}
Wdg=xfs99b=1 {0230E88E-AC61-4D80-A537-2EB84E2DEBEB}
Wdg=xfs99b=2 {3A149790-E10A-439C-BD65-4FE1B30BDD44}
Wdg=xfs99b=3 {A199242D-731C-4ADF-84E6-CA56FE8EAAC6}
XfCore=xfs99b=1 {9EDD1F0F-F996-4F6C-88BA-6190373C5DB5}
XfMesh=xfs99b=1 {2739D9CE-AB68-4543-B6F2-E3CB758A61D7}
XfMesh=xfs99b=2 {7B746196-FCAF-497D-A055-399BF6B4C9AF}
XfMesh=xfs99b=3 {A6AA4F98-96CB-4A36-8D0F-855197034376}
34=xfs99b=1 {DD27F6D9-29C5-440E-BFEE-0068BB9A38FF}
34=xfs99b=2 {CB8228C4-8221-4E7F-B4B9-414E138B1F8A}
34=xfs99b=3 {56CF13CE-5E96-43BA-8AF1-BD9DCE1645C1}
XfLoc=xfs100c=1 {BC5082CC-E357-4232-A500-3A1780CD8E6B}
PosPt=Transformer.xfs100c=1 {527A7F8D-61A3-4B26-8865-2609370A2B72}
PosPt=Transformer.xfs100c=2 {23FAAF12-CC43-49BD-B54F-7CCBDB4FC91D}
PosPt=Transformer.xfs100c=3 {448BB612-EC80-4AE1-B2CE-E92AC535963A}
Wdg=xfs100c=1 {D9437A78-6753-444E-86EA-56E595F3C652}
Wdg=xfs100c=2 {57DD67BF-0BE6-401C-9D22-05D821C985BF}
Wdg=xfs100c=3 {FEB9DC49-A02F-4B77-9DFE-DCCAD78FBC7F}
XfCore=xfs100c=1 {A9E53E93-CEA2-4028-A347-0000F6AA0701}
XfMesh=xfs100c=1 {A6E04129-EA41-4FB4-9F8C-33B7AE0D679C}
XfMesh=xfs100c=2 {018CD712-6E64-4A3F-91A2-1E9602AEB48F}
XfMesh=xfs100c=3 {EEE46A03-5CE7-4E39-B29F-143E96403B63}
34=xfs100c=1 {B0B1A6E4-8AE7-4978-A78F-4FC13ED415A7}
34=xfs100c=2 {5DD910F6-193E-4EDC-AC18-8633278B5684}
34=xfs100c=3 {581C1418-3575-42B0-A052-0B32F920D25E}
XfLoc=xfs102c=1 {DC693DCE-35E0-4AE1-AAE2-2EB8E3E7B313}
PosPt=Transformer.xfs102c=1 {B2DAFB0B-94B9-4FA9-822A-5559628D3493}
PosPt=Transformer.xfs102c=2 {AAEC3499-4BDC-444E-B374-9B932A2EE0DF}
PosPt=Transformer.xfs102c=3 {CC378E23-6884-44EE-B9D0-1B7E7D79882E}
Wdg=xfs102c=1 {3D82978A-3382-4564-82C3-4C591C03D723}
Wdg=xfs102c=2 {C0B9FDAC-C229-4AF2-A035-11A93C799B5C}
Wdg=xfs102c=3 {F721732E-50E5-43DA-BFA6-0E9849276B43}
XfCore=xfs102c=1 {08E693D9-66AA-4986-9B27-53659960DEE8}
XfMesh=xfs102c=1 {5CE6174A-01E6-4DE8-9A00-222287D8661B}
XfMesh=xfs102c=2 {4C5808FE-547E-4DA7-A1BC-605EDA0E8B7D}
XfMesh=xfs102c=3 {3D7FC746-00FB-4423-9C09-891B4E6F6AD7}
34=xfs102c=1 {6AE7D3D2-B588-4CA7-9D89-6C2A290536AE}
34=xfs102c=2 {DB068614-B125-4294-8ED0-0814E482D131}
34=xfs102c=3 {F6CFFF4D-3408-442D-91B1-0D6BD4CA05D3}
XfLoc=xfs103c=1 {35C6D66A-CA3A-4520-9519-D3C5B22E05E6}
PosPt=Transformer.xfs103c=1 {B1F38C16-F22C-4647-A462-E9614D6DA119}
PosPt=Transformer.xfs103c=2 {ECE2A4F5-8680-438F-A054-2AC0B049F7DC}
PosPt=Transformer.xfs103c=3 {53C0B725-43BD-4AE8-85D9-4611BFE369FB}
